textfile,investor behavior,market mood
jan22.txt,"{'Positive': 26, 'Negative': 7, 'Neutral': 27}",0.11050166666666666
feb22.txt,"{'Positive': 22, 'Negative': 34, 'Neutral': 11}",-0.10896716417910449
march22.txt,"{'Positive': 25, 'Negative': 32, 'Neutral': 13}",-0.021164285714285722
april22.txt,"{'Positive': 28, 'Negative': 20, 'Neutral': 21}",0.07473043478260868
may22.txt,"{'Positive': 23, 'Negative': 33, 'Neutral': 34}",-0.10982000000000003
june22.txt,"{'Positive': 14, 'Negative': 30, 'Neutral': 14}",-0.1588137931034483
july22.txt,"{'Positive': 51, 'Negative': 12, 'Neutral': 49}",0.14687232142857143
aug22.txt,"{'Positive': 26, 'Negative': 7, 'Neutral': 27}",0.11050166666666666
sept22.txt,"{'Positive': 28, 'Negative': 20, 'Neutral': 21}",0.07473043478260868
oct22.txt,"{'Positive': 28, 'Negative': 20, 'Neutral': 21}",0.07473043478260868
nov22.txt,"{'Positive': 28, 'Negative': 20, 'Neutral': 21}",0.07473043478260868
dec22.txt,"{'Positive': 29, 'Negative': 17, 'Neutral': 56}",0.048452941176470594
jan20.txt,"{'Positive': 27, 'Negative': 13, 'Neutral': 20}",0.12287000000000006
feb20.txt,"{'Positive': 24, 'Negative': 28, 'Neutral': 14}",-0.08048181818181818
march20.txt,"{'Positive': 17, 'Negative': 30, 'Neutral': 10}",-0.0911526315789474
april20.txt,"{'Positive': 19, 'Negative': 13, 'Neutral': 13}",0.0461688888888889
may20.txt,"{'Positive': 23, 'Negative': 22, 'Neutral': 10}",-0.013170909090909087
june20.txt,"{'Positive': 31, 'Negative': 19, 'Neutral': 11}",0.14019016393442624
july20.txt,"{'Positive': 33, 'Negative': 18, 'Neutral': 29}",0.05361750000000002
aug20.txt,"{'Positive': 16, 'Negative': 31, 'Neutral': 22}",-0.19198550724637695
sept20.txt,"{'Positive': 24, 'Negative': 28, 'Neutral': 14}",-0.08048181818181818
oct20.txt,"{'Positive': 32, 'Negative': 18, 'Neutral': 15}",0.12714153846153842
nov20.txt,"{'Positive': 32, 'Negative': 21, 'Neutral': 6}",0.12880677966101695
dec20.txt,"{'Positive': 23, 'Negative': 22, 'Neutral': 10}",-0.013170909090909087
jan21.txt,"{'Positive': 32, 'Negative': 18, 'Neutral': 10}",0.14075
feb21.txt,"{'Positive': 35, 'Negative': 5, 'Neutral': 6}",0.31572391304347824
march21.txt,"{'Positive': 25, 'Negative': 19, 'Neutral': 10}",0.0904648148148148
april21.txt,"{'Positive': 34, 'Negative': 19, 'Neutral': 17}",0.09479714285714287
may21.txt,"{'Positive': 32, 'Negative': 17, 'Neutral': 8}",0.07676315789473684
june21.txt,"{'Positive': 25, 'Negative': 10, 'Neutral': 45}",0.10749875
july21.txt,"{'Positive': 48, 'Negative': 24, 'Neutral': 15}",0.09496551724137932
aug21.txt,"{'Positive': 31, 'Negative': 16, 'Neutral': 26}",0.1031602739726027
sept21.txt,"{'Positive': 28, 'Negative': 39, 'Neutral': 18}",-0.09710588235294117
oct21.txt,"{'Positive': 20, 'Negative': 10, 'Neutral': 28}",0.07810689655172413
nov21.txt,"{'Positive': 51, 'Negative': 11, 'Neutral': 13}",0.2554613333333333
dec21.txt,"{'Positive': 30, 'Negative': 12, 'Neutral': 39}",0.09893580246913578
jan23.txt,"{'Positive': 36, 'Negative': 27, 'Neutral': 33}",0.0032770833333333436
feb23.txt,"{'Positive': 50, 'Negative': 41, 'Neutral': 65}",0.0397846153846154
march23.txt,"{'Positive': 37, 'Negative': 24, 'Neutral': 57}",0.0257093220338983
april23.txt,"{'Positive': 36, 'Negative': 12, 'Neutral': 62}",0.09206454545454551
may23.txt,"{'Positive': 21, 'Negative': 26, 'Neutral': 28}",-0.053026666666666646
june23.txt,"{'Positive': 20, 'Negative': 27, 'Neutral': 11}",-0.08805689655172413
july23.txt,"{'Positive': 35, 'Negative': 21, 'Neutral': 15}",0.070543661971831
aug23.txt,"{'Positive': 33, 'Negative': 20, 'Neutral': 18}",0.10127887323943664
sept23.txt,"{'Positive': 48, 'Negative': 19, 'Neutral': 48}",0.13505913043478263
oct23.txt,"{'Positive': 27, 'Negative': 23, 'Neutral': 15}",0.06329384615384614
nov23.txt,"{'Positive': 20, 'Negative': 30, 'Neutral': 20}",-0.08730714285714283
dec23.txt,"{'Positive': 33, 'Negative': 11, 'Neutral': 9}",0.27501698113207534
